"BUYER","BUYER_STATE","BUYER_COUNTRY"
5189,"MN","USA"
5190,"IA","USA"
5191,"FL","USA"
5195,"CA","USA"
5196,"BJ","MEX"
5197,"MO","USA"
5198,"FL","USA"
5199,"OR","USA"
5200,"NC","USA"
5201,"AR","USA"
5202,"CA","USA"
5203,"AB","CAN"
5205,"SV","SLV"
5206,"AB","CAN"
5207,"GT","GTM"
5208,"AF","AFG"
5209,"NG","NGA"
5210,"GE","GEO"
5211,"CA","USA"
5212,"NJ","USA"
5213,"AZ","USA"
5214,"CA","USA"
5215,"BZ","BLZ"
5217,"NE","USA"
5218,"CH","MEX"
5219,"FL","USA"
5220,"IL","USA"
5221,"TX","USA"
5222,"MO","USA"
5223,"IL","USA"
5224,"HI","USA"
5225,"WV","USA"
5227,"AB","CAN"
5228,"UA","UKR"
5229,"CA","USA"
5230,"FL","USA"
5231,"CH","MEX"
5233,"PL","POL"
5234,"IL","USA"
5235,"IL","USA"
5237,"TX","USA"
5238,"GT","GTM"
5239,"FL","USA"
5242,"OH","USA"
5244,"CH","MEX"
5245,"GT","GTM"
5246,"CA","USA"
5248,"OK","USA"
5249,"TM","MEX"
5250,"CA","USA"
5251,"SN","MEX"
5252,"CH","MEX"
5253,"LA","USA"
5254,"KY","USA"
5255,"DE","USA"
5256,"GH","GHA"
5257,"AK","USA"
5258,"GT","GTM"
5259,"UE","ARE"
5260,"CA","USA"
5261,"TX","USA"
5262,"  ","   "
5263,"GT","GTM"
5264,"PA","USA"
5265,"NC","USA"
5266,"IL","USA"
5267,"AZ","USA"
5268,"CH","MEX"
5270,"BS","BHS"
5271,"MI","USA"
5272,"KS","USA"
5274,"MI","USA"
5275,"IL","USA"
5276,"LY","LBY"
5278,"CA","USA"
5280,"GT","GTM"
5281,"AZ","USA"
5283,"JL","MEX"
5284,"NC","USA"
5285,"FL","USA"
5286,"IA","USA"
5287,"MO","USA"
5288,"AF","AFG"
5289,"MI","USA"
5290,"MD","USA"
5291,"SC","USA"
5292,"FL","USA"
5293,"GT","GTM"
5294,"KY","USA"
5295,"AZ","USA"
5296,"AZ","USA"
5297,"FL","USA"
5298,"PL","POL"
5299,"CA","USA"
5300,"AL","USA"
5301,"AZ","USA"
5302,"LB","LBN"
5303,"CH","MEX"
5304,"CA","USA"
5306,"GE","GEO"
5307,"MO","USA"
5308,"CH","MEX"
5309,"GT","GTM"
5313,"IA","USA"
5314,"AF","AFG"
5315,"KY","USA"
5317,"HN","HND"
5318,"CC","CUR"
5319,"AK","USA"
5320,"NJ","USA"
5321,"HN","HND"
5322,"KS","USA"
5323,"CO","USA"
5324,"BJ","MEX"
5325,"GT","GTM"
5326,"HN","HND"
5327,"GA","USA"
5328,"FL","USA"
5329,"TN","USA"
5330,"DF","MEX"
5331,"OR","USA"
5332,"AF","AFG"
5333,"CA","USA"
5334,"ID","USA"
5335,"FL","USA"
5336,"NG","NGA"
5337,"CZ","MEX"
5339,"CO","USA"
5340,"FL","USA"
5341,"NE","USA"
5342,"GT","GTM"
5343,"HN","HND"
5344,"AZ","USA"
5345,"AR","USA"
5346,"CA","USA"
5348,"AL","USA"
5350,"FL","USA"
5351,"PN","PAN"
5353,"CA","USA"
5354,"FL","USA"
5355,"FL","USA"
5357,"CA","USA"
5359,"AB","CAN"
5360,"FL","USA"
5361,"CT","USA"
5362,"NG","NGA"
5363,"GT","GTM"
5364,"AL","USA"
5365,"FL","USA"
5366,"FL","USA"
5367,"FL","USA"
5368,"FL","USA"
5369,"FL","USA"
5370,"FL","USA"
5371,"CA","USA"
5372,"GA","USA"
5373,"LB","LBN"
5374,"FL","USA"
5375,"WI","USA"
5376,"GH","GHA"
5377,"FL","USA"
5379,"CR","CRI"
5381,"FL","USA"
5383,"CA","USA"
5384,"BZ","BLZ"
5385,"AR","USA"
5386,"GH","GHA"
5387,"GT","GTM"
5388,"FL","USA"
5389,"FL","USA"
5390,"FL","USA"
5391,"UT","USA"
5392,"BG","BGR"
5393,"FL","USA"
5394,"CH","MEX"
5396,"SV","SLV"
5398,"CA","USA"
5399,"FL","USA"
5400,"AR","USA"
5401,"IL","USA"
5402,"TX","USA"
5403,"TX","USA"
5404,"JN","JOR"
5405,"CO","USA"
5406,"FL","USA"
5408,"TX","USA"
5409,"CH","MEX"
5410,"CH","MEX"
5411,"FL","USA"
5413,"FL","USA"
5414,"JL","MEX"
5415,"FL","USA"
5416,"AF","AFG"
5418,"LA","USA"
5419,"CA","USA"
5420,"PA","USA"
5421,"GT","GTM"
5422,"GT","GTM"
5423,"CO","USA"
5424,"CH","MEX"
5425,"CO","USA"
5427,"CA","USA"
5428,"FL","USA"
5429,"GE","GEO"
5430,"CA","USA"
5431,"FL","USA"
5432,"CA","USA"
5433,"BS","BHS"
5434,"GH","GHA"
5435,"CA","USA"
5436,"FL","USA"
5437,"FL","USA"
5438,"IN","USA"
5439,"GA","USA"
5440,"FL","USA"
5441,"CA","USA"
5442,"AZ","USA"
5443,"CO","USA"
5446,"CA","USA"
5447,"BS","BHS"
5448,"FL","USA"
5449,"FL","USA"
5451,"PA","USA"
5454,"FL","USA"
5455,"BS","BHS"
5456,"FL","USA"
5457,"BZ","BLZ"
5458,"IN","USA"
5459,"GT","GTM"
5460,"CO","USA"
5461,"FL","USA"
5462,"GT","GTM"
5463,"BO","BOL"
5464,"MI","USA"
5465,"TX","USA"
5466,"FL","USA"
5467,"FL","USA"
5468,"FL","USA"
5469,"FL","USA"
5470,"FL","USA"
5471,"LA","USA"
5472,"AA","ALB"
5473,"KY","USA"
5475,"AB","CAN"
5476,"MN","USA"
5477,"IL","USA"
5478,"CA","USA"
5479,"HN","HND"
5480,"CA","USA"
5481,"FL","USA"
5482,"AR","USA"
5484,"WA","USA"
5486,"CA","USA"
5487,"CA","USA"
5488,"FL","USA"
5489,"JA","JAM"
5490,"CH","MEX"
5491,"GA","USA"
5492,"MI","USA"
5493,"CA","USA"
5494,"CA","USA"
5495,"GA","USA"
5496,"TX","USA"
5497,"CA","USA"
5498,"CA","USA"
5501,"BY","BLR"
5503,"CH","MEX"
5504,"BS","BHS"
5505,"HN","HND"
5506,"FL","USA"
5507,"CA","USA"
5509,"CA","USA"
5511,"GT","GTM"
5512,"FL","USA"
5513,"FL","USA"
5514,"TX","USA"
5515,"NJ","USA"
5516,"CA","USA"
5517,"IA","USA"
5518,"MX","MEX"
5519,"AR","USA"
5520,"RM","MDA"
5521,"KY","USA"
5522,"CA","USA"
5523,"MN","USA"
5525,"HN","HND"
5527,"FL","USA"
5528,"CA","USA"
5529,"HN","HND"
5530,"KY","USA"
5532,"TX","USA"
5533,"IL","USA"
5534,"KY","USA"
5535,"AR","USA"
5536,"TM","MEX"
5537,"GT","GTM"
5538,"HN","HND"
5539,"  ","   "
5540,"MO","USA"
5541,"SC","USA"
5542,"CA","USA"
5543,"MI","USA"
5544,"IL","USA"
5545,"HN","HND"
5546,"CA","USA"
5548,"GH","GHA"
5549,"DE","USA"
5551,"FL","USA"
5553,"AL","USA"
5554,"BJ","MEX"
5555,"IA","USA"
5556,"IA","USA"
5557,"GT","GTM"
5558,"UT","USA"
5559,"IN","USA"
5560,"IN","USA"
5562,"NJ","USA"
5563,"BS","BHS"
5564,"IL","USA"
5565,"AM","ARM"
5566,"TX","USA"
5567,"CO","USA"
5568,"BS","BHS"
5571,"FL","USA"
5572,"AL","USA"
5573,"MI","USA"
5574,"CA","USA"
5575,"CA","USA"
5576,"CA","USA"
5577,"FL","USA"
5578,"KY","USA"
5579,"GH","GHA"
5580,"CA","USA"
5582,"PL","POL"
5583,"KY","USA"
5584,"MI","USA"
5585,"TX","USA"
5586,"MI","USA"
5587,"IN","USA"
5588,"GT","GTM"
5589,"GT","GTM"
5590,"GA","USA"
5591,"FL","USA"
5593,"FL","USA"
5595,"FL","USA"
5598,"MI","USA"
5602,"MI","USA"
5603,"HD","MEX"
5604,"OR","USA"
5605,"CA","USA"
5606,"TX","USA"
5607,"HN","HND"
5608,"MI","USA"
5609,"FL","USA"
5610,"FL","USA"
5611,"NG","NGA"
5612,"PA","USA"
5613,"SV","SLV"
5614,"DC","USA"
5615,"IL","USA"
5616,"IL","USA"
5617,"IL","USA"
5618,"LB","LBN"
5619,"AK","USA"
5620,"CA","USA"
5621,"CA","USA"
5622,"CH","MEX"
5624,"MT","USA"
5625,"MI","USA"
5628,"UT","USA"
5629,"ZC","MEX"
5631,"MI","USA"
5632,"CC","CUR"
5633,"OK","USA"
5634,"AL","USA"
5635,"AB","CAN"
5636,"BS","BHS"
5637,"PA","USA"
5638,"BZ","BLZ"
5639,"CH","MEX"
5640,"QC","CAN"
5641,"FL","USA"
5642,"JN","JOR"
5643,"HN","HND"
5647,"KY","USA"
5649,"IN","USA"
5650,"FL","USA"
5651,"VT","USA"
5652,"AR","USA"
5653,"MN","USA"
5654,"IL","USA"
5655,"CO","USA"
5657,"GA","USA"
5658,"IL","USA"
5659,"OH","USA"
5660,"AM","ARM"
5661,"FL","USA"
5662,"NY","USA"
5663,"AZ","USA"
5665,"FL","USA"
5666,"FL","USA"
5667,"TM","MEX"
5668,"IN","USA"
5669,"MI","USA"
5670,"IL","USA"
5671,"GT","GTM"
5672,"FL","USA"
5673,"MN","USA"
5674,"CA","USA"
5675,"GA","USA"
5676,"MI","USA"
5677,"IN","USA"
5678,"HN","HND"
5679,"CA","USA"
5680,"TN","USA"
5681,"GA","USA"
5682,"NC","USA"
5683,"FL","USA"
5684,"BO","BOL"
5685,"OH","USA"
5686,"IA","USA"
5688,"MO","USA"
5690,"GT","GTM"
5691,"JL","MEX"
5692,"OK","USA"
5693,"OH","USA"
5694,"OM","OMN"
5696,"GT","GTM"
5697,"IL","USA"
5701,"TM","MEX"
5702,"CA","USA"
5703,"HN","HND"
5704,"FL","USA"
5705,"IL","USA"
5706,"ON","CAN"
5707,"TX","USA"
5708,"NJ","USA"
5709,"MC","MEX"
5710,"NG","NGA"
5711,"FL","USA"
5712,"OH","USA"
5715,"FL","USA"
5716,"TX","USA"
5717,"CA","USA"
5718,"TX","USA"
5720,"ON","CAN"
5721,"FL","USA"
5722,"BO","BOL"
5723,"CO","USA"
5724,"MN","USA"
5725,"AB","CAN"
5726,"IL","USA"
5727,"AK","USA"
5728,"MI","USA"
5729,"FL","USA"
5730,"MN","USA"
5731,"CA","USA"
5732,"BO","BOL"
5733,"HN","HND"
5734,"FL","USA"
5735,"IA","USA"
5736,"CA","USA"
5739,"NC","USA"
5740,"IL","USA"
5741,"DE","USA"
5742,"CH","MEX"
5743,"GE","GEO"
5744,"GE","GEO"
5745,"AB","CAN"
5746,"GT","GTM"
5747,"IA","USA"
5748,"IL","USA"
5749,"FL","USA"
5750,"NY","USA"
5751,"FL","USA"
5752,"CH","MEX"
5753,"CH","MEX"
5754,"DE","USA"
5755,"AL","USA"
5756,"CA","USA"
5758,"CH","MEX"
5759,"TX","USA"
5760,"CA","USA"
5761,"NC","USA"
5762,"GT","GTM"
5765,"AB","CAN"
5766,"AZ","USA"
5767,"NJ","USA"
5769,"IA","USA"
5770,"TX","USA"
5771,"GE","GEO"
5772,"NG","NGA"
5775,"BS","BHS"
5776,"CA","USA"
5777,"CA","USA"
5778,"CA","USA"
5779,"GT","GTM"
5781,"CA","USA"
5782,"DE","USA"
5783,"NJ","USA"
5784,"AK","USA"
5785,"NJ","USA"
5786,"CT","USA"
5787,"IN","USA"
5790,"HN","HND"
5791,"NJ","USA"
5793,"GH","GHA"
5794,"AL","USA"
5795,"NJ","USA"
5796,"NJ","USA"
5797,"NJ","USA"
5798,"UT","USA"
5799,"GH","GHA"
5800,"FL","USA"
5801,"AK","USA"
5802,"TX","USA"
5803,"AR","USA"
5804,"NJ","USA"
5805,"BJ","MEX"
5806,"NM","USA"
5808,"AL","USA"
5811,"OH","USA"
5812,"AF","AFG"
5813,"WA","USA"
5814,"FL","USA"
5815,"FL","USA"
5816,"TX","USA"
5817,"OH","USA"
5818,"GH","GHA"
5819,"MD","USA"
5820,"BS","BHS"
5824,"FL","USA"
5825,"AB","CAN"
5827,"CH","MEX"
5828,"AL","USA"
5829,"AL","USA"
5831,"KS","USA"
5832,"HN","HND"
5834,"AB","CAN"
5835,"CA","USA"
5836,"CA","USA"
5837,"  ","   "
5839,"CA","USA"
5840,"CO","USA"
5841,"ID","USA"
5842,"FL","USA"
5843,"MI","USA"
5844,"CO","USA"
5845,"CR","CRI"
5846,"MO","USA"
5847,"FL","USA"
5848,"ME","USA"
5849,"CA","USA"
5850,"MH","MLI"
5851,"HN","HND"
5852,"DO","DOM"
5853,"OH","USA"
5855,"TX","USA"
5856,"FL","USA"
5857,"CA","USA"
5858,"SC","USA"
5859,"HN","HND"
5863,"GA","USA"
5865,"AL","USA"
5866,"GT","GTM"
5867,"FL","USA"
5868,"CA","USA"
5869,"ES","EST"
5870,"FL","USA"
5871,"HN","HND"
5872,"CO","USA"
5874,"FL","USA"
5875,"CA","USA"
5876,"IL","USA"
5877,"NI","NIC"
5878,"MX","MEX"
5879,"AL","USA"
5880,"NJ","USA"
5881,"NC","USA"
5882,"NJ","USA"
5883,"NC","USA"
5885,"AF","AFG"
5886,"CA","USA"
5887,"TX","USA"
5888,"CO","USA"
5890,"LA","USA"
5891,"HN","HND"
5892,"CA","USA"
5894,"IN","USA"
5895,"HN","HND"
5896,"KY","USA"
5897,"CA","USA"
5898,"FL","USA"
5899,"AK","USA"
5900,"TX","USA"
5901,"IL","USA"
5902,"FL","USA"
5903,"ID","USA"
5904,"CA","USA"
5905,"IL","USA"
5907,"MN","USA"
5908,"GT","GTM"
5911,"UT","USA"
5912,"SV","SLV"
5913,"FL","USA"
5915,"FL","USA"
5918,"TX","USA"
5919,"CA","USA"
5920,"TX","USA"
5921,"ON","CAN"
5922,"NY","USA"
5923,"FL","USA"
5924,"CA","USA"
5925,"PA","USA"
5926,"GT","GTM"
5927,"TM","MEX"
5929,"GT","GTM"
5930,"CA","USA"
5932,"GT","GTM"
5935,"MI","USA"
5936,"SV","SLV"
5937,"DG","MEX"
5938,"MN","USA"
5939,"TX","USA"
5940,"CA","USA"
5941,"IA","USA"
5942,"FL","USA"
5943,"GT","GTM"
5944,"MI","USA"
5945,"FL","USA"
5946,"NH","USA"
5947,"NM","USA"
5948,"BJ","MEX"
5949,"MI","USA"
5950,"MN","USA"
5951,"OR","USA"
5952,"TX","USA"
5953,"  ","   "
5954,"CH","MEX"
5955,"DE","USA"
5956,"FL","USA"
5957,"FL","USA"
5958,"IL","USA"
5959,"KY","USA"
5960,"PN","PAN"
5962,"NG","NGA"
5963,"CA","USA"
5965,"CA","USA"
5966,"GE","GEO"
5967,"AZ","USA"
5968,"ON","CAN"
5973,"FL","USA"
5974,"IL","USA"
5975,"CO","USA"
5976,"PA","USA"
5977,"FL","USA"
5979,"SA","MEX"
5980,"FL","USA"
5981,"CA","USA"
5983,"PA","USA"
5984,"MR","MEX"
5986,"WI","USA"
5987,"WA","USA"
5988,"AR","USA"
5989,"CH","MEX"
5990,"AR","USA"
5991,"MI","USA"
5992,"ID","USA"
5993,"OR","USA"
5994,"ID","USA"
5995,"FL","USA"
5996,"CA","USA"
5997,"GE","GEO"
5998,"TM","MEX"
5999,"GE","GEO"
6000,"CA","USA"
6001,"CA","USA"
6002,"CR","CRI"
6003,"AR","USA"
6005,"CO","USA"
6006,"CA","USA"
6007,"CH","MEX"
6008,"IN","USA"
6009,"CZ","MEX"
6010,"GT","GTM"
6011,"PN","PAN"
6013,"PL","POL"
6015,"AZ","USA"
6016,"GH","GHA"
6017,"NJ","USA"
6018,"GA","USA"
6019,"MO","USA"
6020,"CH","MEX"
6021,"CA","USA"
6022,"CA","USA"
6023,"ME","USA"
6024,"KY","USA"
6025,"GT","GTM"
6026,"AZ","USA"
6027,"AK","USA"
6028,"CH","MEX"
6029,"CO","USA"
6030,"GE","GEO"
6031,"AZ","USA"
6032,"FL","USA"
6033,"FL","USA"
6034,"GT","GTM"
6036,"AF","AFG"
6037,"TX","USA"
6038,"KY","USA"
6039,"FL","USA"
6040,"FL","USA"
6041,"FL","USA"
6042,"CA","USA"
6044,"GH","GHA"
6045,"OH","USA"
6047,"OR","USA"
6048,"CA","USA"
6049,"TX","USA"
6050,"CA","USA"
6051,"SV","SLV"
6052,"DG","MEX"
6053,"HN","HND"
6054,"GA","USA"
6055,"KY","USA"
6056,"AL","USA"
6057,"AL","USA"
6058,"DO","DOM"
6060,"CA","USA"
6061,"NV","USA"
6062,"KY","USA"
6063,"CA","USA"
6064,"FL","USA"
6065,"FL","USA"
6066,"KY","USA"
6067,"KS","USA"
6068,"CA","USA"
6069,"TX","USA"
6070,"GH","GHA"
6071,"FL","USA"
6072,"IL","USA"
6073,"AR","USA"
6074,"FL","USA"
6076,"CZ","MEX"
6077,"HN","HND"
6078,"CA","USA"
6079,"NG","NGA"
6080,"CA","USA"
6081,"GT","GTM"
6082,"NY","USA"
6083,"CA","USA"
6084,"MO","USA"
6085,"IL","USA"
6086,"CH","MEX"
6087,"IQ","IRQ"
6088,"GE","GEO"
6089,"CA","USA"
6090,"GE","GEO"
6091,"HN","HND"
6092,"BE","BEN"
6093,"TX","USA"
6094,"BZ","BLZ"
6095,"HI","USA"
6096,"NG","NGA"
6097,"GT","GTM"
6099,"PA","USA"
6100,"FL","USA"
6102,"FL","USA"
6103,"MI","USA"
6105,"CH","MEX"
6106,"GT","GTM"
6107,"OH","USA"
6108,"CA","USA"
6110,"IA","USA"
6111,"IL","USA"
6113,"MD","USA"
6115,"FL","USA"
6116,"FL","USA"
6117,"BS","BHS"
6118,"AL","USA"
6119,"TX","USA"
6120,"KY","USA"
6121,"CA","USA"
6122,"KY","USA"
6123,"ME","USA"
6124,"KY","USA"
6128,"IN","USA"
6130,"CA","USA"
6131,"IL","USA"
6132,"PY","PRY"
6133,"UE","ARE"
6134,"IL","USA"
6135,"AL","USA"
6136,"BZ","BLZ"
6137,"FL","USA"
6138,"PL","POL"
6139,"FL","USA"
6140,"IL","USA"
6142,"FL","USA"
6143,"FL","USA"
6144,"OR","USA"
6146,"  ","   "
6147,"TX","USA"
6148,"CA","USA"
6149,"OR","USA"
6152,"TX","USA"
6154,"FL","USA"
6155,"HN","HND"
6156,"CA","USA"
6157,"KY","USA"
6158,"AR","USA"
6159,"TX","USA"
6160,"CA","USA"
6161,"IL","USA"
6162,"CA","USA"
6163,"AZ","USA"
6164,"IL","USA"
6166,"IL","USA"
6167,"MI","USA"
6168,"BZ","BLZ"
6169,"NC","USA"
6170,"CA","USA"
6171,"AK","USA"
6172,"PA","USA"
6173,"IA","USA"
6174,"FL","USA"
6175,"IN","USA"
6176,"AZ","USA"
6178,"WA","USA"
6180,"UA","UKR"
6181,"OK","USA"
6182,"FL","USA"
6183,"IN","USA"
6184,"AB","CAN"
6185,"BS","BHS"
6186,"MI","USA"
6187,"GA","USA"
6188,"TM","MEX"
6189,"AR","USA"
6190,"SV","SLV"
6191,"CH","MEX"
6192,"HD","MEX"
6194,"SV","SLV"
6195,"FL","USA"
6196,"CO","USA"
6197,"AL","USA"
6198,"NY","USA"
6199,"NJ","USA"
6200,"NC","USA"
6201,"FL","USA"
6202,"TX","USA"
6203,"HN","HND"
6204,"IN","USA"
6205,"CA","USA"
6206,"GE","GEO"
6207,"NV","USA"
6209,"FL","USA"
6210,"CZ","MEX"
6211,"KM","KHM"
6212,"MI","USA"
6213,"CA","USA"
6214,"FL","USA"
6215,"KY","USA"
6216,"TX","USA"
6217,"FL","USA"
6219,"GH","GHA"
6220,"LA","USA"
6221,"JL","MEX"
6222,"AB","CAN"
6223,"CA","USA"
6225,"AZ","USA"
6226,"GE","GEO"
6227,"KY","USA"
6229,"OK","USA"
6232,"ID","USA"
6233,"MN","USA"
6234,"GA","USA"
6235,"FL","USA"
6236,"IL","USA"
6237,"AL","USA"
6239,"AL","USA"
6240,"GA","USA"
6241,"CA","USA"
6242,"AL","USA"
6243,"MI","USA"
6244,"AR","USA"
6245,"MA","USA"
6246,"CR","CRI"
6248,"HI","USA"
6249,"HN","HND"
6250,"CO","USA"
6251,"NH","USA"
6252,"FL","USA"
6254,"TM","MEX"
6255,"MA","USA"
6256,"BJ","MEX"
6257,"LA","USA"
6258,"KY","USA"
6259,"PA","USA"
6260,"PL","POL"
6261,"DE","USA"
6262,"CA","USA"
6263,"CH","MEX"
6264,"LY","LBY"
6265,"BS","BHS"
6266,"HN","HND"
6267,"GE","GEO"
6268,"GE","GEO"
6270,"FL","USA"
6271,"FL","USA"
6274,"KY","USA"
6275,"NJ","USA"
6276,"NJ","USA"
6278,"KY","USA"
6279,"FL","USA"
6280,"CA","USA"
6282,"BJ","MEX"
6283,"GE","GEO"
6284,"GH","GHA"
6285,"  ","   "
6288,"TN","USA"
6292,"UA","UKR"
6293,"MI","USA"
6295,"MT","USA"
6296,"TX","USA"
6297,"CA","USA"
6298,"OH","USA"
6299,"AL","USA"
6300,"IL","USA"
6301,"SC","USA"
6302,"AZ","USA"
6303,"GT","GTM"
6305,"IL","USA"
6306,"GH","GHA"
6307,"NM","USA"
6308,"TX","USA"
6309,"NY","USA"
6310,"TN","USA"
6311,"HN","HND"
6312,"FL","USA"
6313,"BJ","MEX"
6314,"AZ","USA"
6315,"DG","MEX"
6316,"AB","CAN"
6317,"FL","USA"
6318,"AR","USA"
6321,"FL","USA"
6322,"MA","USA"
6323,"NJ","USA"
6324,"GH","GHA"
6325,"AZ","USA"
6326,"CH","MEX"
6327,"CA","USA"
6328,"IL","USA"
6329,"GA","USA"
6330,"IL","USA"
6332,"NJ","USA"
6333,"CA","USA"
6334,"MN","USA"
6336,"AK","USA"
6337,"IL","USA"
6338,"HN","HND"
6339,"MO","USA"
6340,"UT","USA"
6341,"LB","LBN"
6342,"HN","HND"
6343,"MN","USA"
6344,"CA","USA"
6345,"FL","USA"
6346,"GT","GTM"
6347,"OH","USA"
6348,"DG","MEX"
6349,"LA","USA"
6350,"KS","USA"
6351,"CP","MEX"
6352,"CA","USA"
6353,"FL","USA"
6354,"CA","USA"
6355,"TM","MEX"
6356,"AZ","USA"
6359,"LY","LBY"
6360,"CH","MEX"
6361,"DE","USA"
6362,"BZ","BLZ"
6363,"CA","USA"
6364,"CM","MEX"
6365,"FL","USA"
6366,"FL","USA"
6367,"GE","GEO"
6368,"NY","USA"
6369,"AR","USA"
6370,"GH","GHA"
6371,"TM","MEX"
6373,"FL","USA"
6375,"NE","USA"
6377,"NG","NGA"
6378,"IL","USA"
6379,"IL","USA"
6381,"GT","GTM"
6382,"NG","NGA"
6383,"FL","USA"
6384,"PA","USA"
6387,"AR","USA"
6391,"GA","USA"
6392,"NJ","USA"
6393,"AZ","USA"
6394,"KY","USA"
6396,"TX","USA"
6397,"IN","USA"
6398,"MA","USA"
6399,"GE","GEO"
6400,"BS","BHS"
6401,"SV","SLV"
6403,"CA","USA"
6404,"HN","HND"
6405,"GT","GTM"
6406,"FL","USA"
6407,"AZ","USA"
6408,"MN","USA"
6409,"UE","ARE"
6410,"GH","GHA"
6411,"IL","USA"
6414,"MT","USA"
6415,"FL","USA"
6416,"CH","MEX"
6418,"KY","USA"
6419,"CA","USA"
6420,"CT","USA"
6421,"FL","USA"
6422,"IN","USA"
6423,"KS","USA"
6424,"CA","USA"
6426,"HN","HND"
6429,"CH","MEX"
6430,"FL","USA"
6431,"AB","CAN"
6432,"AL","USA"
6433,"IL","USA"
6434,"NJ","USA"
6435,"CA","USA"
6436,"MN","USA"
6437,"NM","USA"
6438,"FL","USA"
6442,"TX","USA"
6443,"BJ","MEX"
6444,"NJ","USA"
6445,"SN","MEX"
6448,"CA","USA"
6450,"OH","USA"
6451,"CH","MEX"
6452,"FL","USA"
6453,"OR","USA"
6455,"NJ","USA"
6456,"JL","MEX"
6457,"FL","USA"
6458,"FL","USA"
6459,"NJ","USA"
6460,"IL","USA"
6461,"AL","USA"
6462,"TX","USA"
6463,"NJ","USA"
6464,"MN","USA"
6466,"CO","USA"
6467,"CA","USA"
6468,"BO","BOL"
6469,"NJ","USA"
6471,"FL","USA"
6472,"SV","SLV"
6473,"AL","USA"
6474,"MI","USA"
6475,"GE","GEO"
6477,"FL","USA"
6478,"FL","USA"
6480,"CO","USA"
6481,"IN","USA"
6482,"IL","USA"
6483,"SR","SUR"
6484,"IL","USA"
6485,"IL","USA"
6487,"FL","USA"
6488,"TX","USA"
6489,"LA","USA"
6491,"CA","USA"
6492,"ID","USA"
6493,"AL","USA"
6494,"  ","   "
6495,"CA","USA"
6496,"CI","CHL"
6497,"CO","USA"
6498,"NL","MEX"
6499,"SV","SLV"
6500,"CA","USA"
6502,"MI","USA"
6503,"NG","NGA"
6505,"FL","USA"
6506,"GT","GTM"
6508,"TM","MEX"
6509,"PA","USA"
6510,"TX","USA"
6511,"PN","PAN"
6512,"GA","USA"
6513,"TX","USA"
6515,"JN","JOR"
6516,"MO","USA"
6517,"LA","USA"
6518,"AK","USA"
6519,"AR","USA"
6521,"ID","USA"
6523,"GH","GHA"
6524,"FL","USA"
6526,"CA","USA"
6527,"NJ","USA"
6529,"AM","ARM"
6530,"MN","USA"
6531,"FL","USA"
6532,"GT","GTM"
6533,"GT","GTM"
6534,"NJ","USA"
6535,"NJ","USA"
6536,"GH","GHA"
6537,"KY","USA"
6538,"TX","USA"
6539,"HN","HND"
6540,"MI","USA"
6541,"ON","CAN"
6542,"IN","USA"
6543,"AL","USA"
6546,"TX","USA"
6548,"CR","CRI"
6550,"CH","MEX"
6551,"FL","USA"
6552,"NJ","USA"
6553,"ID","USA"
6554,"MI","USA"
6555,"AR","USA"
6556,"CA","USA"
6557,"AZ","USA"
6558,"JA","JAM"
6560,"GH","GHA"
6562,"IN","USA"
6563,"CA","USA"
6564,"MS","USA"
6565,"MT","USA"
6566,"TK","TJK"
6567,"VA","USA"
6568,"MI","USA"
6569,"BZ","BLZ"
6571,"NG","NGA"
6572,"BO","BOL"
6573,"AB","CAN"
6574,"IL","USA"
6575,"AK","USA"
6576,"FL","USA"
6577,"BJ","MEX"
6578,"BC","CAN"
6579,"AR","USA"
6580,"BZ","BLZ"
6581,"FL","USA"
6582,"  ","   "
6583,"MI","USA"
6584,"AZ","USA"
6585,"NY","USA"
6586,"BJ","MEX"
6587,"CH","MEX"
6588,"GH","GHA"
6589,"CH","MEX"
6590,"NY","USA"
6591,"OH","USA"
6592,"NG","NGA"
6594,"GT","GTM"
6595,"JL","MEX"
6596,"AL","USA"
6597,"CO","USA"
6598,"FL","USA"
6599,"FL","USA"
6600,"FL","USA"
6601,"NG","NGA"
6602,"GH","GHA"
6603,"CA","USA"
6604,"NJ","USA"
6606,"AR","USA"
6607,"NJ","USA"
6608,"NJ","USA"
6609,"CA","USA"
6610,"MN","USA"
6611,"SA","MEX"
6612,"CH","MEX"
6613,"NG","NGA"
6614,"IL","USA"
6615,"DO","DOM"
6616,"FL","USA"
6617,"HN","HND"
6618,"NE","USA"
6619,"OR","USA"
6621,"TN","USA"
6622,"JN","JOR"
6623,"GH","GHA"
6625,"FL","USA"
6626,"AL","USA"
6627,"FL","USA"
6628,"CA","USA"
6629,"FL","USA"
6630,"MA","USA"
6631,"MI","USA"
6632,"FL","USA"
6633,"FL","USA"
6634,"GE","GEO"
6635,"GG","GIN"
6636,"GT","GTM"
6638,"TM","MEX"
6640,"OH","USA"
6641,"NG","NGA"
6642,"PN","PAN"
6643,"TX","USA"
6644,"KY","USA"
6645,"DU","DEU"
6646,"ME","USA"
6647,"OH","USA"
6648,"GH","GHA"
6650,"FL","USA"
6652,"LA","USA"
6653,"OR","USA"
6654,"FL","USA"
6655,"CA","USA"
6656,"AZ","USA"
6658,"FL","USA"
6659,"AB","CAN"
6660,"FL","USA"
6661,"IL","USA"
6662,"IL","USA"
6663,"BS","BHS"
6664,"IL","USA"
